'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'4/11/22 0:00','4/8/22 0:00','0329 1822 0311',36,M,H,203,400,IC,8
'6/11/20 0:00','6/11/20 0:00','0416 0554',24,M,H,501,400,IC,7
'7/21/20 0:00','7/20/20 0:00','1307 1609',41,M,W,108,400,AA,5
'11/11/20 0:00','11/6/20 0:00',329,45,M,H,501,400,IC,3
'11/23/21 0:00','11/23/21 0:00','0344 2032',38,M,H,402,400,IC,4
'8/1/23 0:00','8/1/23 0:00',344,36,M,H,101,400,IC,4
'5/3/24 0:00','5/3/24 0:00','0913 1206 2000 1814 0411',38,M,H,501,205,IC,2
'4/7/23 0:00','4/7/23 0:00','1609 0344 1300',27,F,O,717,400,IC,3
'6/26/20 0:00','6/25/20 0:00',329,42,F,H,122,400,IC,8
'1/23/23 0:00','1/23/23 0:00','1822 0344',57,F,B,503,400,IC,3
'8/20/22 0:00','8/20/22 0:00','0344 1300 0377',36,F,B,101,400,IC,4
'10/17/20 0:00','10/16/20 0:00','0344 0358 1609 0352',36,M,H,203,400,IC,3
'5/12/23 0:00','12/1/20 0:00',1501,32,F,B,502,400,IC,3
'11/24/23 0:00','11/20/23 0:00',344,36,M,H,101,400,IC,5
'8/9/20 0:00','8/9/20 0:00','0416 1218 2004 1822 0445',60,F,A,117,500,IC,7
'12/10/21 0:00','12/9/21 0:00','2000 0400 1501',49,M,W,502,400,IC,7
'7/1/21 0:00','7/1/21 0:00','0100 0930 0922',48,F,B,602,400,IC,3
'8/30/22 0:00','8/30/22 0:00','0394 0344 1822',33,F,K,502,400,IC,4
'6/30/23 0:00','5/6/23 0:00','0913 2044 2043 0344',36,M,H,506,400,IC,3
'2/26/21 0:00','2/26/21 0:00','0408 0913 2000 1813',28,F,W,501,400,AO,2
'11/14/23 0:00','11/14/23 0:00','1822 0416 1309 0447',57,M,H,102,500,IC,7
'3/22/24 0:00','3/21/24 0:00','0385 1300 0344',28,F,H,101,400,IC,3
'10/21/23 0:00','10/21/23 0:00','2000 1814 0416',34,F,H,502,400,IC,7
'8/10/21 0:00','8/10/21 0:00','0554 0602 0913 0444',25,F,B,501,400,AO,7
'3/11/23 0:00','3/10/23 0:00','0344 1609 1307',52,F,B,707,500,AA,3
'11/7/21 0:00','11/6/21 0:00','1822 0302 0337 0421 0334 0432 1281 0369',35,M,H,104,109,IC,2
'6/19/21 0:00','6/18/21 0:00','0344 0321 1822',21,F,H,123,400,IC,3
'1/22/21 0:00','1/20/21 0:00',344,36,M,H,101,400,AO,5
'3/28/22 0:00','3/27/22 0:00',344,36,M,H,101,400,IC,5
'1/3/24 0:00','12/9/23 0:00','0216 0344 0342 0397 1822',40,M,W,707,400,IC,3
'8/3/21 0:00','7/18/21 0:00','1607 0344 0321 0420',30,M,W,502,400,IC,3
'2/18/21 0:00','2/14/21 0:00',329,51,F,H,203,400,IC,8
'8/19/21 0:00','8/17/21 0:00','1202 0385 0344',36,F,W,101,400,IC,3
'9/5/22 0:00','9/5/22 0:00','0342 0416 0432 1218 1822',28,M,B,102,400,IC,7
'8/6/23 0:00','8/6/23 0:00','2000 0448 1813',45,M,H,502,400,AA,7
'8/29/20 0:00','8/29/20 0:00','0416 0360 0319',51,M,W,501,400,AO,7
'7/13/22 0:00','7/8/22 0:00','0321 0344 0358 0352 1221 1307 1609 1822 2032',30,F,B,707,400,IC,3
'1/11/21 0:00','1/11/21 0:00','0601 0329 1822',36,M,H,301,400,IC,8
'7/4/23 0:00','7/3/23 0:00','0344 0100',57,F,O,605,400,IC,7
'12/3/21 0:00','12/3/21 0:00','1309 0416 1822',62,M,B,710,400,IC,7
'7/21/20 0:00','7/21/20 0:00','0441 1810 0913',25,M,B,501,205,AA,2
'2/1/21 0:00','2/1/21 0:00',344,36,M,H,101,400,IC,5
'2/27/22 0:00','2/27/22 0:00','0342 0400',70,M,W,203,400,AO,7
'10/19/21 0:00','10/17/21 0:00',344,30,M,B,502,400,IC,3
'11/29/23 0:00','11/29/23 0:00','0344 0394',49,F,W,501,400,IC,4
'4/3/22 0:00','4/1/22 0:00','0100 0935',31,M,B,502,400,IC,3
'5/21/20 0:00','5/18/20 0:00','0344 0386 1300',44,M,W,123,400,IC,3
'8/22/21 0:00','8/22/21 0:00','0421 1402',52,F,H,502,511,AA,10
'1/21/24 0:00','1/21/24 0:00','1218 1300 1309 0443 1822',40,M,B,103,307,IC,2
'8/30/24 0:00','8/28/24 0:00',344,36,M,H,101,400,IC,5
'7/14/22 0:00','7/13/22 0:00',344,36,M,H,108,400,IC,5
'8/17/21 0:00','8/17/21 0:00','1271 2004 0448 0319',36,M,B,212,400,IC,4
'5/5/20 0:00','5/5/20 0:00','2000 1813 1310 1312 0329 0913',34,F,B,301,307,AO,2
'3/22/24 0:00','3/22/24 0:00','0906 0416',22,M,H,122,400,IC,2
'10/15/21 0:00','6/1/20 0:00','0552 0522',11,F,W,501,400,AO,9
'11/18/22 0:00','11/18/22 0:00',385,37,M,H,101,400,IC,3
'11/28/22 0:00','11/28/22 0:00','0448 0355 1822',28,M,H,101,400,IC,2
'1/26/23 0:00','1/25/23 0:00',325,47,M,H,242,400,IC,4
'6/19/23 0:00','6/19/23 0:00','1822 1300 1601 1612 0344 0329',36,M,H,108,400,IC,3
'8/25/20 0:00','8/25/20 0:00',344,36,M,H,108,400,IC,5
'1/13/23 0:00','10/18/22 0:00',325,36,M,H,404,400,IC,4
'10/6/22 0:00','10/6/22 0:00','0329 2002 1402 0361 0603 1202',77,M,O,501,500,AA,8
'10/28/23 0:00','10/15/23 0:00','0913 0344',59,F,W,502,400,IC,4
'3/28/22 0:00','3/28/22 0:00','0400 0448 2004',26,F,W,102,400,IC,7
'12/25/22 0:00','12/23/22 0:00','0913 2000 1813 1814 2038 1906',44,M,B,501,400,AA,10
'10/6/22 0:00','10/6/22 0:00','2000 2038 1814 0408 0400 0416 0446',28,F,B,502,400,AO,7
'12/22/23 0:00','12/21/23 0:00','1605 0344',22,F,H,707,400,IC,3
'10/10/23 0:00','10/10/23 0:00','0329 1822 1307',31,F,B,502,400,IC,8
'1/21/22 0:00','1/21/22 0:00','0913 0344 2000 1814 1202',60,F,B,101,400,AO,2
'2/24/24 0:00','2/23/24 0:00',344,36,M,H,101,400,IC,5
'6/6/22 0:00','6/5/22 0:00',329,36,M,H,242,400,IC,8
'11/13/22 0:00','11/9/22 0:00','0344 1300 1822',25,F,W,108,400,IC,3
'2/5/21 0:00','2/5/21 0:00','0344 1822',42,M,H,108,400,IC,3
'3/17/22 0:00','3/17/22 0:00','1309 1402',35,M,H,301,400,IC,4
'3/22/21 0:00','3/22/21 0:00',325,24,M,H,404,400,IC,4
'6/27/22 0:00','6/27/22 0:00',344,36,M,H,101,400,IC,5
'6/3/22 0:00','6/3/22 0:00','1609 0344',36,M,W,210,400,IC,3
'1/5/23 0:00','1/5/23 0:00','0602 1259 0419 0416 0446 0417 0913 0429 1812',17,F,B,502,400,IC,7
'8/16/22 0:00','8/16/22 0:00',500,47,F,H,212,400,IC,8
'2/2/20 0:00','2/2/20 0:00','1822 0334 0416 0429 0445 2004 2034',34,F,W,102,304,IC,2
'2/21/22 0:00','2/11/22 0:00',325,44,M,H,402,400,IC,3
'2/26/24 0:00','2/24/24 0:00','1100 0430 1822 1310 1407',18,M,H,101,102,IC,2
'11/7/23 0:00','11/7/23 0:00','0329 1822 0447 1501 1307 2004',36,M,H,218,500,IC,8
'7/14/22 0:00','7/14/22 0:00','1822 0329 0202 0447',25,F,H,122,207,IC,8
'7/9/22 0:00','7/5/22 0:00',344,30,M,H,727,400,IC,4
'6/3/20 0:00','5/30/20 0:00',1822,68,M,H,501,400,IC,3
'3/4/23 0:00','3/4/23 0:00','0342 0344 1822 0216 1309',36,M,H,405,400,JA,3
'4/14/20 0:00','4/14/20 0:00',377,36,M,H,503,400,IC,3
'1/3/20 0:00','1/3/20 0:00','2000 1814 0448',23,F,H,104,400,AO,7
'10/20/22 0:00','8/22/22 0:00',344,36,M,O,203,400,AA,7
'5/1/20 0:00','5/1/20 0:00','0533 0527 1259 1276 0913 1814',16,F,H,501,400,AO,9
'12/14/21 0:00','12/14/21 0:00','1402 1606 0321 0314',71,M,A,101,400,AA,3
'9/10/21 0:00','9/10/21 0:00','0913 0602 0554 0329 0416',34,F,H,501,400,AA,8
'7/25/23 0:00','7/25/23 0:00','0330 0319 0444 0916 0448 0429 0913 2000',29,F,B,101,400,AO,2
'3/3/22 0:00','3/3/22 0:00','0400 0561 0602 0913 0416 0444',61,F,W,501,400,AA,7
'2/23/24 0:00','2/17/24 0:00','1822 0344 0394',21,M,C,119,400,IC,4
'2/9/23 0:00','2/9/23 0:00','1822 1300',60,M,H,102,400,IC,4
'10/27/21 0:00','10/27/21 0:00','0355 0913 0342 0334 0443 0344 1820 1402',47,M,O,101,102,AO,2
'4/14/21 0:00','4/13/21 0:00',344,36,M,H,101,400,IC,4
'8/18/23 0:00','8/16/23 0:00','1822 0344',45,F,W,122,400,IC,4
'7/20/20 0:00','7/18/20 0:00','2004 0447 0913 2000 0416 1813 1218',22,M,H,101,500,IC,2
'1/30/22 0:00','1/29/21 0:00',344,36,M,H,101,400,IC,4
'1/19/21 0:00','1/19/21 0:00',329,41,M,H,122,400,IC,8
'12/24/23 0:00','12/24/23 0:00','2038 0913 1309 2000 1814',32,F,H,501,400,AO,10
'7/1/21 0:00','7/1/21 0:00','1822 0329',53,M,B,501,400,IC,10
'5/9/20 0:00','5/8/20 0:00','0344 0385',40,F,H,101,400,IC,4
'1/29/21 0:00','11/14/20 0:00','0344 1202',75,M,W,104,400,IC,3
'1/15/22 0:00','1/15/22 0:00','0913 2000 0416 0419 0432 0448 2002 1814',30,F,H,502,400,AO,7
'1/1/20 0:00','1/1/20 0:00','0361 0913 0603',29,M,W,501,400,AO,10
'3/19/24 0:00','3/18/24 0:00',1307,32,M,B,101,400,IC,10
'8/31/23 0:00','8/30/23 0:00',344,49,M,H,502,500,IC,3
'7/6/23 0:00','7/5/23 0:00','0394 0344',42,M,W,502,400,IC,4
'1/7/21 0:00','1/6/21 0:00',344,36,M,H,101,400,IC,5
'5/25/21 0:00','5/25/21 0:00','1906 0443 1816',18,F,H,501,511,IC,10
'12/31/21 0:00','12/31/21 0:00',344,36,M,H,101,400,IC,4
'2/28/23 0:00','2/23/23 0:00',930,48,F,C,203,400,IC,3
'8/2/23 0:00','8/2/23 0:00','0344 1609',58,F,H,108,400,IC,3
'7/8/23 0:00','7/8/23 0:00',1501,36,M,H,735,400,IC,10
'6/23/20 0:00','6/23/20 0:00','0913 1402',25,F,H,501,205,AO,2
'8/27/23 0:00','8/27/23 0:00','1822 1300',36,M,H,110,400,IC,10
'1/6/21 0:00','1/6/21 0:00',344,36,M,H,101,400,IC,5
'10/5/20 0:00','10/4/20 0:00','1822 0100 0928',27,M,B,501,400,IC,3
'11/27/21 0:00','11/27/21 0:00','1309 1822 0213 0344 0346',27,F,H,102,400,IC,3
'8/22/22 0:00','8/22/22 0:00','2038 2000 1813 0913',44,F,B,502,400,AO,10
'5/13/22 0:00','5/12/22 0:00','0344 0913 0334 0400 0432 1241 1243 1813 1821 2000',26,F,H,502,200,AA,7
'1/17/24 0:00','1/17/24 0:00','1822 1309 0919 1312 0307',37,M,W,101,307,IC,2
'4/2/22 0:00','4/1/22 0:00','0377 0913 0344 0601',23,M,H,502,400,AO,4
'8/17/22 0:00','7/1/22 0:00','1822 0344 0100 0930 0929',43,M,A,502,400,IC,3
'6/29/23 0:00','6/29/23 0:00','0302 0355 0312 0913 1218 1817 0449',31,M,B,502,109,IC,2
'2/24/24 0:00','2/24/24 0:00','1414 0913 0400 0448 0562 1202 1701 0602',73,F,A,501,400,AA,7
'8/1/23 0:00','8/1/23 0:00','2004 0913 1817 0421',43,M,B,101,511,IC,10
'9/14/21 0:00','9/13/21 0:00',344,36,M,W,108,400,IC,3
'6/29/22 0:00','6/29/22 0:00','0553 0416 1259',17,F,H,501,500,AO,7
'4/24/20 0:00','4/20/20 0:00','0701 1210',36,M,H,203,400,IC,7
'4/2/21 0:00','2/15/21 0:00',329,44,F,H,122,400,IC,8
'9/8/23 0:00','9/5/23 0:00','2032 0344',44,M,W,744,400,IC,3
'10/18/20 0:00','10/18/20 0:00','2000 0400 0416 0913 1814',36,F,B,502,400,AO,7
'2/7/20 0:00','2/7/20 0:00','1822 1402',36,M,H,203,400,IC,10
'1/21/20 0:00','1/20/20 0:00','0206 0314 1609 1202 0216',73,F,W,501,400,AO,3
'11/21/23 0:00','11/9/23 0:00','1300 0344 0329 1307',57,M,B,101,400,IC,3
'3/9/22 0:00','3/8/22 0:00','0100 1822',34,M,H,502,400,IC,3
'4/19/20 0:00','4/19/20 0:00','2024 0913 0342 0361 0419',30,F,H,501,400,AO,7
'4/14/23 0:00','4/14/23 0:00','2004 2052 0910 1822',36,M,H,905,400,IC,10
'11/20/22 0:00','11/9/22 0:00','0344 1202',64,F,O,121,400,IC,4
'10/29/20 0:00','10/28/20 0:00',1822,72,M,W,501,400,IC,3
'2/23/23 0:00','2/23/23 0:00','0344 1402 2004',45,M,W,501,500,IC,3
'10/30/20 0:00','10/30/20 0:00','0209 0329 0216',36,M,H,203,400,IC,8
'5/28/21 0:00','5/28/21 0:00','0913 0444',40,M,O,217,400,IC,7
'10/24/23 0:00','10/19/23 0:00',394,33,F,C,504,400,IC,3
'6/29/21 0:00','6/28/21 0:00','0329 1300',22,M,H,108,400,IC,8
'8/13/21 0:00','8/13/21 0:00','1223 0421 0355 1822',33,F,W,101,511,IC,2
'3/12/21 0:00','3/11/21 0:00',344,36,M,H,104,400,IC,5
'6/11/20 0:00','6/11/20 0:00',329,54,F,W,502,400,IC,8
'1/9/24 0:00','1/9/24 0:00','1822 0400 1402 0416 1218 2004',62,M,W,101,400,AA,2
'3/3/24 0:00','3/2/24 0:00','1609 0344',49,M,H,701,400,IC,3
'5/29/22 0:00','5/28/22 0:00','0329 2004',57,F,O,501,400,IC,8
'8/16/20 0:00','8/16/20 0:00','2000 0400 0416 1814 0913',23,F,H,501,400,AA,7
'10/3/21 0:00','10/2/21 0:00','0416 0913 0910 2051 2049',68,F,B,801,500,IC,7
'2/1/22 0:00','2/1/22 0:00','0913 0421 1402 1407 1419',47,F,B,501,511,AO,10
'8/14/23 0:00','6/10/23 0:00','0930 1908 1822',51,F,B,502,400,IC,3
'8/5/21 0:00','8/1/21 0:00','1300 1822 0344',43,M,W,101,400,IC,3
'5/26/20 0:00','5/25/20 0:00','0344 0603 0913 1420',60,M,H,502,400,AO,3
'7/30/22 0:00','7/30/22 0:00','0913 2000 1243 2002 0408 0416 0421 0319',30,F,H,502,400,AO,2
'2/20/23 0:00','2/20/23 0:00','1601 1822 1300 1402',32,F,B,101,400,IC,5
'6/29/22 0:00','6/27/22 0:00','0352 0344 1822 1501 0329',20,F,W,502,400,AA,3
'6/14/21 0:00','6/14/21 0:00','0325 0387 0334 0344 0202 0104 0337 0315 0346 1822',36,M,H,203,113,IC,2
'7/1/22 0:00','7/1/22 0:00',344,36,M,H,101,400,IC,5
'3/15/23 0:00','3/14/23 0:00','1822 0344',39,M,H,501,400,IC,3
'3/13/23 0:00','3/13/23 0:00','0344 1300',36,M,H,403,400,IC,3
'1/31/20 0:00','1/30/20 0:00',344,36,M,H,101,400,IC,5
'6/14/21 0:00','6/14/21 0:00','0945 0444 2004 0325 1822',36,M,H,301,400,IC,2
'12/6/22 0:00','12/5/22 0:00',2038,50,F,O,720,400,AO,10
'1/22/24 0:00','1/22/24 0:00','1822 0342 0344 0209 1609 0358 0315',36,M,H,248,400,IC,3
'6/1/20 0:00','5/31/20 0:00',344,36,M,H,101,400,IC,5
'9/17/22 0:00','9/16/22 0:00',344,36,M,H,101,400,IC,5
'10/11/20 0:00','10/9/20 0:00','1822 0329 1607',36,M,H,502,500,IC,8
'3/23/21 0:00','3/2/21 0:00',344,36,M,H,707,400,IC,5
'7/9/21 0:00','7/9/21 0:00',344,36,M,H,101,400,IC,4
'5/1/22 0:00','5/1/22 0:00','0443 0421 1822 1236 0104',20,M,H,203,511,IC,10
'3/14/24 0:00','3/14/24 0:00','2032 0344',68,F,H,251,400,IC,4
'2/23/23 0:00','2/23/23 0:00','1402 2004',36,M,O,101,400,AA,10
'7/19/23 0:00','7/15/23 0:00','1822 0344',21,F,F,712,400,IC,3
'4/7/23 0:00','4/7/23 0:00','1609 0321',36,M,W,210,400,AA,3
'5/15/21 0:00','5/15/21 0:00','0449 1822',27,M,B,101,109,IC,2
'11/13/23 0:00','8/13/23 0:00','2032 0344',24,F,W,117,400,IC,4
'3/31/21 0:00','3/31/21 0:00','0930 0929 1822',44,F,W,502,400,IC,3
'9/26/22 0:00','9/26/22 0:00','0419 2000 1814 0913 0444 0416',23,F,B,501,400,IC,7
'9/30/21 0:00','9/28/21 0:00','0930 2032 1822 0344 0377',54,F,O,501,400,IC,3
'11/18/22 0:00','11/16/22 0:00','0446 1414 0400 0416 0913',29,M,W,514,400,IC,2
'8/27/23 0:00','8/24/23 0:00','2032 1822 0344 0346',31,F,O,203,400,IC,3
'7/23/20 0:00','7/23/20 0:00','1822 0319 0334 0432 1402 0443 0910 1202',60,F,B,947,218,AA,2
'9/30/21 0:00','9/23/21 0:00',344,35,M,W,707,400,IC,5
'11/5/22 0:00','11/5/22 0:00','2031 1218 0446',44,M,W,108,400,IC,7
'2/13/20 0:00','2/13/20 0:00','1307 1609 0344 1822 0329',38,F,H,101,400,IC,3
'1/30/24 0:00','1/16/24 0:00','2032 1306 1300 0344',39,M,B,123,400,IC,3
'8/20/21 0:00','4/8/21 0:00','1607 0344',35,M,B,221,400,IC,3
'1/30/24 0:00','1/29/24 0:00','1822 1601 0329 0344',23,M,H,120,400,IC,3
'2/5/22 0:00','2/2/22 0:00','1202 0344 1606 0352 1420',63,M,B,503,400,IC,3
'3/15/22 0:00','2/27/22 0:00','0352 0344 0386 1822',37,M,O,101,400,IC,3
'7/22/20 0:00','7/22/20 0:00','1402 1607 1501',41,F,W,405,400,AO,3
'2/7/22 0:00','2/7/22 0:00','1266 0334 1822',30,M,B,108,204,IC,2
'6/3/24 0:00','5/31/24 0:00','1300 0344',22,F,H,108,400,IC,4
'5/6/20 0:00','5/5/20 0:00','0344 1607',49,M,W,108,400,IC,3
'5/15/20 0:00','5/14/20 0:00','1309 0444 1822 0416 0503 1261',37,F,H,101,400,IC,9
'11/6/21 0:00','11/6/21 0:00','0329 1307 1609 0344 0377 1822',19,F,H,108,400,IC,3
'11/8/23 0:00','10/18/23 0:00',344,36,M,H,101,400,AA,5
'10/11/23 0:00','10/4/23 0:00','0926 1822',60,M,H,203,400,IC,3
'2/7/23 0:00','6/27/22 0:00',100,30,F,W,502,400,IC,3
'3/18/24 0:00','1/18/21 0:00','0377 0928',47,F,H,502,400,IC,3
'11/18/22 0:00','11/15/22 0:00','1822 0416',16,F,H,721,400,IC,7
'4/23/21 0:00','4/22/21 0:00',344,36,M,H,101,400,IC,5
'3/9/22 0:00','3/9/22 0:00','1822 0342 0371 0906 0312 0302 0432 0355 0352 1300',41,M,B,401,109,IC,2
'8/3/23 0:00','8/3/23 0:00','0100 0325 1822 0344',36,M,H,202,400,IC,4
'3/9/24 0:00','3/9/24 0:00','1822 0928',50,M,W,501,400,IC,3
'1/13/21 0:00','1/13/21 0:00','0448 0444',19,F,B,502,400,AA,7
'9/13/21 0:00','8/21/21 0:00','1822 0400 0429 0431',24,M,O,101,512,IC,2
'4/4/21 0:00','4/4/21 0:00','0913 2000 1814 0419',27,F,H,501,400,AA,7
'7/10/20 0:00','7/8/20 0:00',344,41,M,H,502,400,IC,3
'8/23/24 0:00','8/23/24 0:00',344,36,M,H,108,400,IC,5
'5/26/20 0:00','5/25/20 0:00',344,24,F,H,501,400,IC,3
'8/25/21 0:00','8/4/21 0:00','1300 0358 1609 1822 0344 0377',37,F,O,108,400,IC,3
'8/8/22 0:00','8/2/22 0:00','0377 0930',61,M,W,406,400,IC,3
'11/10/20 0:00','11/9/20 0:00',344,36,M,H,101,400,IC,5
'10/3/23 0:00','10/2/23 0:00','0329 1307 0913 1817',33,F,B,122,400,AO,8
'10/4/23 0:00','9/25/23 0:00','1822 1814 1607',39,F,H,702,500,AA,3
'6/14/23 0:00','6/14/23 0:00',344,36,M,H,104,400,IC,5
'10/21/23 0:00','10/19/23 0:00',344,20,M,H,502,400,IC,3
'11/14/21 0:00','11/14/21 0:00','1822 0416 0302 0430',33,F,B,101,102,IC,2
'5/14/23 0:00','5/14/23 0:00','0913 2000 1814 0444 0416 0419',24,F,W,502,400,AO,7
'9/7/20 0:00','9/7/20 0:00','1420 0325',36,M,H,409,400,IC,3
'9/3/20 0:00','9/3/20 0:00','0329 1822',32,M,H,122,114,IC,8
'10/11/23 0:00','9/27/23 0:00','0100 1202 0930',61,F,B,501,400,IC,3
'3/17/20 0:00','3/4/20 0:00','0394 1822 0344',24,M,W,501,400,IC,4
'1/7/22 0:00','1/2/22 0:00','1822 0377 0922',31,F,W,501,400,IC,3
'9/9/21 0:00','9/4/21 0:00','1822 1601',30,M,B,501,400,IC,3
'11/15/21 0:00','11/10/21 0:00','1822 0329',48,F,O,501,400,IC,8
'3/10/21 0:00','3/9/21 0:00','2000 0913 0444 0408 1813',43,F,H,501,400,AA,2
'5/9/22 0:00','5/4/22 0:00','1251 1259 0344 1822 0334 0432 0355 0910',14,F,H,895,207,IC,2
'2/13/21 0:00','2/10/21 0:00','0930 0929',21,F,W,501,400,IC,3
'1/18/21 0:00','12/9/20 0:00','0344 1420 0358',22,M,W,221,400,IC,3
'6/8/21 0:00','6/8/21 0:00','1822 0216 1218 0344',52,M,W,102,400,IC,4
'8/5/22 0:00','8/4/22 0:00','1309 1803 0382 0344 0913',21,M,H,248,400,IC,7
'3/13/24 0:00','3/12/24 0:00','1202 1300 0377 0935 0321 1822 0344',64,F,H,104,400,IC,3
'5/19/22 0:00','5/7/22 0:00',344,36,M,H,101,400,IC,5
'1/5/22 0:00','1/5/22 0:00','0352 0344',59,M,J,707,400,IC,3
'1/19/22 0:00','1/17/22 0:00','1822 0329 0344',55,F,H,101,400,IC,3
'8/6/22 0:00','8/6/22 0:00','0903 2004 1822 0416 0445 2055 1514',37,M,B,102,200,AA,2
'7/13/23 0:00','7/13/23 0:00',344,36,M,H,108,400,IC,5
'6/22/21 0:00','6/22/21 0:00',329,39,M,W,502,400,IC,8
'2/13/24 0:00','1/17/24 0:00',416,49,M,W,741,400,IC,7
'5/27/23 0:00','5/27/23 0:00','1601 0344 1814 0400 0416',21,F,W,502,400,IC,4
'3/29/22 0:00','1/3/22 0:00',1300,36,M,H,203,400,IC,7
